kode_adm4,provinsi,kabupaten_atau_kota,kecamatan,desa_atau_kelurahan
32.01.29.2009,Jawa Barat,Kabupaten Bogor,Ciomas,Kotabatu
32.01.29.2010,Jawa Barat,Kabupaten Bogor,Ciomas,Laladon
32.01.29.2011,Jawa Barat,Kabupaten Bogor,Ciomas,Ciomas Rahayu
32.01.30.2001,Jawa Barat,Kabupaten Bogor,Dramaga,Sukadamai
32.01.30.2002,Jawa Barat,Kabupaten Bogor,Dramaga,Ciherang
32.01.30.2003,Jawa Barat,Kabupaten Bogor,Dramaga,Sinarsari
32.01.30.2004,Jawa Barat,Kabupaten Bogor,Dramaga,Sukawening
32.01.30.2005,Jawa Barat,Kabupaten Bogor,Dramaga,Petir
32.01.30.2006,Jawa Barat,Kabupaten Bogor,Dramaga,Purwasari
32.01.30.2007,Jawa Barat,Kabupaten Bogor,Dramaga,Cikarawang
32.01.30.2008,Jawa Barat,Kabupaten Bogor,Dramaga,Babakan
32.01.30.2009,Jawa Barat,Kabupaten Bogor,Dramaga,Dramaga
32.01.30.2010,Jawa Barat,Kabupaten Bogor,Dramaga,Neglasari
32.01.31.2001,Jawa Barat,Kabupaten Bogor,Tamansari,Sukamantri
32.01.31.2002,Jawa Barat,Kabupaten Bogor,Tamansari,Sirnagalih
32.01.31.2003,Jawa Barat,Kabupaten Bogor,Tamansari,Pasir Eurih
32.01.31.2004,Jawa Barat,Kabupaten Bogor,Tamansari,Tamansari
32.01.31.2005,Jawa Barat,Kabupaten Bogor,Tamansari,Sukaluyu
32.01.31.2006,Jawa Barat,Kabupaten Bogor,Tamansari,Sukaresmi
32.01.31.2007,Jawa Barat,Kabupaten Bogor,Tamansari,Sukajaya
32.01.31.2008,Jawa Barat,Kabupaten Bogor,Tamansari,Sukajadi
32.01.32.2001,Jawa Barat,Kabupaten Bogor,Klapanunggal,Klapanunggal
32.01.32.2002,Jawa Barat,Kabupaten Bogor,Klapanunggal,Bojong
32.01.32.2003,Jawa Barat,Kabupaten Bogor,Klapanunggal,Nambo
32.01.32.2004,Jawa Barat,Kabupaten Bogor,Klapanunggal,Lulut
32.01.32.2005,Jawa Barat,Kabupaten Bogor,Klapanunggal,Cikahuripan
32.01.32.2006,Jawa Barat,Kabupaten Bogor,Klapanunggal,Kembangkuning
32.01.32.2007,Jawa Barat,Kabupaten Bogor,Klapanunggal,Bantarjati
32.01.32.2008,Jawa Barat,Kabupaten Bogor,Klapanunggal,Leuwikaret
32.01.32.2009,Jawa Barat,Kabupaten Bogor,Klapanunggal,Ligarmukti
32.01.33.2001,Jawa Barat,Kabupaten Bogor,Ciseeng,Putat Nutug
32.01.33.2002,Jawa Barat,Kabupaten Bogor,Ciseeng,Ciseeng
32.01.33.2003,Jawa Barat,Kabupaten Bogor,Ciseeng,Parigi Mekar
32.01.33.2004,Jawa Barat,Kabupaten Bogor,Ciseeng,Cibentang
32.01.33.2005,Jawa Barat,Kabupaten Bogor,Ciseeng,Cibeuteung Udik
32.01.33.2006,Jawa Barat,Kabupaten Bogor,Ciseeng,Karihkil
32.01.33.2007,Jawa Barat,Kabupaten Bogor,Ciseeng,Babakan
32.01.33.2008,Jawa Barat,Kabupaten Bogor,Ciseeng,Cihowe
32.01.33.2009,Jawa Barat,Kabupaten Bogor,Ciseeng,Cibeuteung Muara
32.01.33.2010,Jawa Barat,Kabupaten Bogor,Ciseeng,Kuripan
32.01.34.2001,Jawa Barat,Kabupaten Bogor,Rancabungur,Bantarjaya
32.01.34.2002,Jawa Barat,Kabupaten Bogor,Rancabungur,Bantarsari
32.01.34.2003,Jawa Barat,Kabupaten Bogor,Rancabungur,Pasirgaok
32.01.34.2004,Jawa Barat,Kabupaten Bogor,Rancabungur,Rancabungur
32.01.34.2005,Jawa Barat,Kabupaten Bogor,Rancabungur,Mekarsari
32.01.34.2006,Jawa Barat,Kabupaten Bogor,Rancabungur,Candali
32.01.34.2007,Jawa Barat,Kabupaten Bogor,Rancabungur,Cimulang
32.01.35.2001,Jawa Barat,Kabupaten Bogor,Sukajaya,Cisarua
32.01.35.2002,Jawa Barat,Kabupaten Bogor,Sukajaya,Kiarasari
32.01.35.2003,Jawa Barat,Kabupaten Bogor,Sukajaya,Sukajaya
32.01.35.2004,Jawa Barat,Kabupaten Bogor,Sukajaya,Sipayung
32.01.35.2005,Jawa Barat,Kabupaten Bogor,Sukajaya,Cileuksa
32.01.35.2006,Jawa Barat,Kabupaten Bogor,Sukajaya,Kiarapandak
32.01.35.2007,Jawa Barat,Kabupaten Bogor,Sukajaya,Harkatjaya
32.01.35.2008,Jawa Barat,Kabupaten Bogor,Sukajaya,Sukamulih
32.01.35.2009,Jawa Barat,Kabupaten Bogor,Sukajaya,Pasir Madang
32.01.35.2010,Jawa Barat,Kabupaten Bogor,Sukajaya,Urug
32.01.35.2011,Jawa Barat,Kabupaten Bogor,Sukajaya,Jayaraharja
32.01.36.2001,Jawa Barat,Kabupaten Bogor,Tanjungsari,Tanjungsari
32.01.36.2002,Jawa Barat,Kabupaten Bogor,Tanjungsari,Selawangi
32.01.36.2003,Jawa Barat,Kabupaten Bogor,Tanjungsari,Tanjungrasa
32.01.36.2004,Jawa Barat,Kabupaten Bogor,Tanjungsari,Antajaya
32.01.36.2005,Jawa Barat,Kabupaten Bogor,Tanjungsari,Pasirtanjung
32.01.36.2006,Jawa Barat,Kabupaten Bogor,Tanjungsari,Cibadak
32.01.36.2007,Jawa Barat,Kabupaten Bogor,Tanjungsari,Sukarasa
32.01.36.2008,Jawa Barat,Kabupaten Bogor,Tanjungsari,Sirnasari
32.01.36.2009,Jawa Barat,Kabupaten Bogor,Tanjungsari,Buanajaya
32.01.36.2010,Jawa Barat,Kabupaten Bogor,Tanjungsari,Sirnarasa
32.01.37.2001,Jawa Barat,Kabupaten Bogor,Tajurhalang,Tajurhalang
32.01.37.2002,Jawa Barat,Kabupaten Bogor,Tajurhalang,Citayam
32.01.37.2003,Jawa Barat,Kabupaten Bogor,Tajurhalang,Sasak Panjang
32.01.37.2004,Jawa Barat,Kabupaten Bogor,Tajurhalang,Nanggerang
32.01.37.2005,Jawa Barat,Kabupaten Bogor,Tajurhalang,Sukmajaya
32.01.37.2006,Jawa Barat,Kabupaten Bogor,Tajurhalang,Tonjong
32.01.37.2007,Jawa Barat,Kabupaten Bogor,Tajurhalang,Kalisuren
32.01.38.2001,Jawa Barat,Kabupaten Bogor,Cigombong,Cigombong
32.01.38.2002,Jawa Barat,Kabupaten Bogor,Cigombong,Wates Jaya
32.01.38.2003,Jawa Barat,Kabupaten Bogor,Cigombong,Ciburuy
32.01.38.2004,Jawa Barat,Kabupaten Bogor,Cigombong,Srogol
32.01.38.2005,Jawa Barat,Kabupaten Bogor,Cigombong,Cisalada
32.01.38.2006,Jawa Barat,Kabupaten Bogor,Cigombong,Tugujaya
32.01.38.2007,Jawa Barat,Kabupaten Bogor,Cigombong,Pasirjaya
32.01.38.2008,Jawa Barat,Kabupaten Bogor,Cigombong,Ciburayut
32.01.38.2009,Jawa Barat,Kabupaten Bogor,Cigombong,Ciadeg
32.01.39.2001,Jawa Barat,Kabupaten Bogor,Leuwisadeng,Leuwisadeng
32.01.39.2002,Jawa Barat,Kabupaten Bogor,Leuwisadeng,Babakan Sadeng
32.01.39.2003,Jawa Barat,Kabupaten Bogor,Leuwisadeng,Sadengkolot
32.01.39.2004,Jawa Barat,Kabupaten Bogor,Leuwisadeng,Wangunjaya
32.01.39.2005,Jawa Barat,Kabupaten Bogor,Leuwisadeng,Kalong I
32.01.39.2006,Jawa Barat,Kabupaten Bogor,Leuwisadeng,Kalong II
32.01.39.2007,Jawa Barat,Kabupaten Bogor,Leuwisadeng,Sadeng
32.01.39.2008,Jawa Barat,Kabupaten Bogor,Leuwisadeng,Sibanteng
32.01.40.2001,Jawa Barat,Kabupaten Bogor,Tenjolaya,Tapos I
32.01.40.2002,Jawa Barat,Kabupaten Bogor,Tenjolaya,Tapos II
32.01.40.2003,Jawa Barat,Kabupaten Bogor,Tenjolaya,Cibitung Tengah
32.01.40.2004,Jawa Barat,Kabupaten Bogor,Tenjolaya,Situdaun
32.01.40.2005,Jawa Barat,Kabupaten Bogor,Tenjolaya,Cinangneng
32.01.40.2006,Jawa Barat,Kabupaten Bogor,Tenjolaya,Gunung Malang
32.01.40.2007,Jawa Barat,Kabupaten Bogor,Tenjolaya,Gunung Mulya
32.02.01.1001,Jawa Barat,Kabupaten Sukabumi,Palabuhanratu,Palabuhanratu
32.02.01.2002,Jawa Barat,Kabupaten Sukabumi,Palabuhanratu,Tonjong
32.02.01.2003,Jawa Barat,Kabupaten Sukabumi,Palabuhanratu,Citepus
32.02.01.2004,Jawa Barat,Kabupaten Sukabumi,Palabuhanratu,Buniwangi
32.02.01.2005,Jawa Barat,Kabupaten Sukabumi,Palabuhanratu,Cibodas
32.02.01.2006,Jawa Barat,Kabupaten Sukabumi,Palabuhanratu,Pasirsuren
32.02.01.2007,Jawa Barat,Kabupaten Sukabumi,Palabuhanratu,Cikadu
32.02.01.2008,Jawa Barat,Kabupaten Sukabumi,Palabuhanratu,Citarik
32.02.01.2009,Jawa Barat,Kabupaten Sukabumi,Palabuhanratu,Cimanggu
32.02.01.2010,Jawa Barat,Kabupaten Sukabumi,Palabuhanratu,Jayanti
32.02.02.2001,Jawa Barat,Kabupaten Sukabumi,Simpenan,Cidadap
32.02.02.2002,Jawa Barat,Kabupaten Sukabumi,Simpenan,Loji
32.02.02.2003,Jawa Barat,Kabupaten Sukabumi,Simpenan,Kertajaya
32.02.02.2004,Jawa Barat,Kabupaten Sukabumi,Simpenan,Cihaur
32.02.02.2005,Jawa Barat,Kabupaten Sukabumi,Simpenan,Cibuntu
32.02.02.2006,Jawa Barat,Kabupaten Sukabumi,Simpenan,Mekarasih
32.02.02.2007,Jawa Barat,Kabupaten Sukabumi,Simpenan,Sangrawayang
32.02.03.2001,Jawa Barat,Kabupaten Sukabumi,Cikakak,Cikakak
32.02.03.2002,Jawa Barat,Kabupaten Sukabumi,Cikakak,Cimaja
32.02.03.2003,Jawa Barat,Kabupaten Sukabumi,Cikakak,Ridogalih
32.02.03.2004,Jawa Barat,Kabupaten Sukabumi,Cikakak,Sukamaju
32.02.03.2005,Jawa Barat,Kabupaten Sukabumi,Cikakak,Cileungsing
32.02.03.2006,Jawa Barat,Kabupaten Sukabumi,Cikakak,Margalaksana
32.02.03.2007,Jawa Barat,Kabupaten Sukabumi,Cikakak,Sirnarasa
32.02.03.2008,Jawa Barat,Kabupaten Sukabumi,Cikakak,Gandasoli
32.02.03.2009,Jawa Barat,Kabupaten Sukabumi,Cikakak,Cirendang
32.02.04.2001,Jawa Barat,Kabupaten Sukabumi,Bantargadung,Bantargadung
32.02.04.2002,Jawa Barat,Kabupaten Sukabumi,Bantargadung,Mangunjaya
32.02.04.2003,Jawa Barat,Kabupaten Sukabumi,Bantargadung,Bojonggaling
32.02.04.2004,Jawa Barat,Kabupaten Sukabumi,Bantargadung,Limusnunggal
32.02.04.2005,Jawa Barat,Kabupaten Sukabumi,Bantargadung,Bantargebang
32.02.04.2006,Jawa Barat,Kabupaten Sukabumi,Bantargadung,Buanajaya
32.02.04.2007,Jawa Barat,Kabupaten Sukabumi,Bantargadung,Boyongsari
32.02.05.2001,Jawa Barat,Kabupaten Sukabumi,Cisolok,Cisolok
32.02.05.2002,Jawa Barat,Kabupaten Sukabumi,Cisolok,Pasirbaru
32.02.05.2003,Jawa Barat,Kabupaten Sukabumi,Cisolok,Cikahuripan
32.02.05.2004,Jawa Barat,Kabupaten Sukabumi,Cisolok,Cikelat
32.02.05.2005,Jawa Barat,Kabupaten Sukabumi,Cisolok,Caringin
32.02.05.2006,Jawa Barat,Kabupaten Sukabumi,Cisolok,Gunungkaramat
32.02.05.2007,Jawa Barat,Kabupaten Sukabumi,Cisolok,Gunungtanjung
32.02.05.2008,Jawa Barat,Kabupaten Sukabumi,Cisolok,Karangpapak
32.02.05.2009,Jawa Barat,Kabupaten Sukabumi,Cisolok,Sirnaresmi
32.02.05.2010,Jawa Barat,Kabupaten Sukabumi,Cisolok,Cicadas
32.02.05.2011,Jawa Barat,Kabupaten Sukabumi,Cisolok,Wanajaya
32.02.05.2012,Jawa Barat,Kabupaten Sukabumi,Cisolok,Wangunsari
32.02.05.2013,Jawa Barat,Kabupaten Sukabumi,Cisolok,Sukarame
32.02.06.2001,Jawa Barat,Kabupaten Sukabumi,Cikidang,Cikidang
32.02.06.2002,Jawa Barat,Kabupaten Sukabumi,Cikidang,Cikiray
32.02.06.2003,Jawa Barat,Kabupaten Sukabumi,Cikidang,Gunungmalang
32.02.06.2004,Jawa Barat,Kabupaten Sukabumi,Cikidang,Pangkalan
32.02.06.2005,Jawa Barat,Kabupaten Sukabumi,Cikidang,Cicareuh
32.02.06.2006,Jawa Barat,Kabupaten Sukabumi,Cikidang,Tamansari
32.02.06.2007,Jawa Barat,Kabupaten Sukabumi,Cikidang,Bumisari
32.02.06.2008,Jawa Barat,Kabupaten Sukabumi,Cikidang,Sampora
32.02.06.2009,Jawa Barat,Kabupaten Sukabumi,Cikidang,Nangkakoneng
32.02.06.2010,Jawa Barat,Kabupaten Sukabumi,Cikidang,Mekarnangka
32.02.06.2011,Jawa Barat,Kabupaten Sukabumi,Cikidang,Cijambe
32.02.06.2012,Jawa Barat,Kabupaten Sukabumi,Cikidang,Cikarae Thoyyibah
32.02.07.2001,Jawa Barat,Kabupaten Sukabumi,Lengkong,Lengkong
32.02.07.2002,Jawa Barat,Kabupaten Sukabumi,Lengkong,Cilangkap
32.02.07.2003,Jawa Barat,Kabupaten Sukabumi,Lengkong,Tegallega
32.02.07.2004,Jawa Barat,Kabupaten Sukabumi,Lengkong,Neglasari
32.02.07.2005,Jawa Barat,Kabupaten Sukabumi,Lengkong,Langkapjaya
32.02.08.2001,Jawa Barat,Kabupaten Sukabumi,Jampangtengah,Jampangtengah
32.02.08.2002,Jawa Barat,Kabupaten Sukabumi,Jampangtengah,Padabeunghar
32.02.08.2003,Jawa Barat,Kabupaten Sukabumi,Jampangtengah,Bantarpanjang
32.02.08.2004,Jawa Barat,Kabupaten Sukabumi,Jampangtengah,Bojongjengkol
32.02.08.2005,Jawa Barat,Kabupaten Sukabumi,Jampangtengah,Nangerang
32.02.08.2006,Jawa Barat,Kabupaten Sukabumi,Jampangtengah,Tanjungsari
32.02.08.2007,Jawa Barat,Kabupaten Sukabumi,Jampangtengah,Sindangresmi
32.02.08.2008,Jawa Barat,Kabupaten Sukabumi,Jampangtengah,Panumbangan
32.02.08.2009,Jawa Barat,Kabupaten Sukabumi,Jampangtengah,Cijulang
32.02.08.2010,Jawa Barat,Kabupaten Sukabumi,Jampangtengah,Bantaragung
32.02.08.2011,Jawa Barat,Kabupaten Sukabumi,Jampangtengah,Bojongtipar
32.02.09.2001,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Warungkiara
32.02.09.2002,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Bojongkerta
32.02.09.2003,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Girijaya
32.02.09.2004,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Bantarkalong
32.02.09.2005,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Hegarmanah
32.02.09.2006,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Ubrug
32.02.09.2007,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Sirnajaya
32.02.09.2008,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Sukaharja
32.02.09.2009,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Kertamukti
32.02.09.2010,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Mekarjaya
32.02.09.2011,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Damarraja
32.02.09.2012,Jawa Barat,Kabupaten Sukabumi,Warungkiara,Tarisi
32.02.10.2001,Jawa Barat,Kabupaten Sukabumi,Cikembar,Cikembar
32.02.10.2002,Jawa Barat,Kabupaten Sukabumi,Cikembar,Parakanlima
32.02.10.2003,Jawa Barat,Kabupaten Sukabumi,Cikembar,Bojong
32.02.10.2004,Jawa Barat,Kabupaten Sukabumi,Cikembar,Cimanggu
32.02.10.2005,Jawa Barat,Kabupaten Sukabumi,Cikembar,Bojongkembar
32.02.10.2006,Jawa Barat,Kabupaten Sukabumi,Cikembar,Sukamaju
32.02.10.2007,Jawa Barat,Kabupaten Sukabumi,Cikembar,Cibatu
32.02.10.2008,Jawa Barat,Kabupaten Sukabumi,Cikembar,Kertaraharja
32.02.10.2009,Jawa Barat,Kabupaten Sukabumi,Cikembar,Sukamulya
32.02.10.2010,Jawa Barat,Kabupaten Sukabumi,Cikembar,Bojongraharja
32.02.11.1001,Jawa Barat,Kabupaten Sukabumi,Cibadak,Cibadak
32.02.11.2002,Jawa Barat,Kabupaten Sukabumi,Cibadak,Sekarwangi
32.02.11.2003,Jawa Barat,Kabupaten Sukabumi,Cibadak,Pamuruyan
32.02.11.2004,Jawa Barat,Kabupaten Sukabumi,Cibadak,Karangtengah
32.02.11.2005,Jawa Barat,Kabupaten Sukabumi,Cibadak,Neglasari
32.02.11.2006,Jawa Barat,Kabupaten Sukabumi,Cibadak,Warnajati
32.02.11.2007,Jawa Barat,Kabupaten Sukabumi,Cibadak,Tenjojaya
32.02.11.2008,Jawa Barat,Kabupaten Sukabumi,Cibadak,Ciheulang Tonggoh
32.02.11.2009,Jawa Barat,Kabupaten Sukabumi,Cibadak,Sukasirna
32.02.11.2010,Jawa Barat,Kabupaten Sukabumi,Cibadak,Batununggal
32.02.12.2001,Jawa Barat,Kabupaten Sukabumi,Nagrak,Kalaparea
32.02.12.2002,Jawa Barat,Kabupaten Sukabumi,Nagrak,Pawenang
32.02.12.2003,Jawa Barat,Kabupaten Sukabumi,Nagrak,Nagrak Utara
32.02.12.2004,Jawa Barat,Kabupaten Sukabumi,Nagrak,Cisarua
32.02.12.2009,Jawa Barat,Kabupaten Sukabumi,Nagrak,Balekambang
32.02.12.2010,Jawa Barat,Kabupaten Sukabumi,Nagrak,Babakan Panjang
32.02.12.2011,Jawa Barat,Kabupaten Sukabumi,Nagrak,Darmareja
32.02.12.2012,Jawa Barat,Kabupaten Sukabumi,Nagrak,Cihanyawar
32.02.12.2013,Jawa Barat,Kabupaten Sukabumi,Nagrak,Nagrak Selatan
32.02.12.2014,Jawa Barat,Kabupaten Sukabumi,Nagrak,Girijaya
32.02.13.2001,Jawa Barat,Kabupaten Sukabumi,Parungkuda,Parungkuda
32.02.13.2002,Jawa Barat,Kabupaten Sukabumi,Parungkuda,Palasari Hilir
32.02.13.2003,Jawa Barat,Kabupaten Sukabumi,Parungkuda,Kompa
32.02.13.2004,Jawa Barat,Kabupaten Sukabumi,Parungkuda,Pondokkaso Landeuh
32.02.13.2005,Jawa Barat,Kabupaten Sukabumi,Parungkuda,Sundawenang
32.02.13.2006,Jawa Barat,Kabupaten Sukabumi,Parungkuda,Bojongkokosan
32.02.13.2007,Jawa Barat,Kabupaten Sukabumi,Parungkuda,Langesari
32.02.13.2008,Jawa Barat,Kabupaten Sukabumi,Parungkuda,Babakanjaya
32.02.14.2001,Jawa Barat,Kabupaten Sukabumi,Bojonggenteng,Bojonggenteng
32.02.14.2002,Jawa Barat,Kabupaten Sukabumi,Bojonggenteng,Cibodas
32.02.14.2003,Jawa Barat,Kabupaten Sukabumi,Bojonggenteng,Berekah
32.02.14.2004,Jawa Barat,Kabupaten Sukabumi,Bojonggenteng,Cipanengah
32.02.14.2005,Jawa Barat,Kabupaten Sukabumi,Bojonggenteng,Bojonggaling
32.02.15.2001,Jawa Barat,Kabupaten Sukabumi,Parakansalak,Parakansalak
32.02.15.2002,Jawa Barat,Kabupaten Sukabumi,Parakansalak,Bojonglongok
32.02.15.2003,Jawa Barat,Kabupaten Sukabumi,Parakansalak,Sukakersa
32.02.15.2004,Jawa Barat,Kabupaten Sukabumi,Parakansalak,Sukatani
32.02.15.2005,Jawa Barat,Kabupaten Sukabumi,Parakansalak,Bojongasih
32.02.15.2006,Jawa Barat,Kabupaten Sukabumi,Parakansalak,Lebaksari
32.02.16.1001,Jawa Barat,Kabupaten Sukabumi,Cicurug,Cicurug
32.02.16.2002,Jawa Barat,Kabupaten Sukabumi,Cicurug,Nyangkowek
32.02.16.2003,Jawa Barat,Kabupaten Sukabumi,Cicurug,Tenjolaya
32.02.16.2004,Jawa Barat,Kabupaten Sukabumi,Cicurug,Benda
32.02.16.2005,Jawa Barat,Kabupaten Sukabumi,Cicurug,Pasawahan
32.02.16.2006,Jawa Barat,Kabupaten Sukabumi,Cicurug,Cisaat
32.02.16.2007,Jawa Barat,Kabupaten Sukabumi,Cicurug,Purwasari
32.02.16.2008,Jawa Barat,Kabupaten Sukabumi,Cicurug,Caringin
32.02.16.2009,Jawa Barat,Kabupaten Sukabumi,Cicurug,Tenjoayu
32.02.16.2010,Jawa Barat,Kabupaten Sukabumi,Cicurug,Kutajaya
32.02.16.2011,Jawa Barat,Kabupaten Sukabumi,Cicurug,Mekarsari
32.02.16.2012,Jawa Barat,Kabupaten Sukabumi,Cicurug,Bangbayang
32.02.16.2013,Jawa Barat,Kabupaten Sukabumi,Cicurug,Nanggerang
32.02.17.2001,Jawa Barat,Kabupaten Sukabumi,Cidahu,Pondokkaso Tonggoh
32.02.17.2002,Jawa Barat,Kabupaten Sukabumi,Cidahu,Babakanpari
32.02.17.2003,Jawa Barat,Kabupaten Sukabumi,Cidahu,Pondokkaso Tengah
32.02.17.2004,Jawa Barat,Kabupaten Sukabumi,Cidahu,Cidahu
32.02.17.2005,Jawa Barat,Kabupaten Sukabumi,Cidahu,Tangkil
32.02.17.2006,Jawa Barat,Kabupaten Sukabumi,Cidahu,Jayabakti
32.02.17.2007,Jawa Barat,Kabupaten Sukabumi,Cidahu,Girijaya
32.02.17.2008,Jawa Barat,Kabupaten Sukabumi,Cidahu,Pasirdoton
32.02.18.2001,Jawa Barat,Kabupaten Sukabumi,Kalapanunggal,Kalapanunggal
32.02.18.2002,Jawa Barat,Kabupaten Sukabumi,Kalapanunggal,Palasari Girang
32.02.18.2003,Jawa Barat,Kabupaten Sukabumi,Kalapanunggal,Pulosari
32.02.18.2004,Jawa Barat,Kabupaten Sukabumi,Kalapanunggal,Makasari
32.02.18.2005,Jawa Barat,Kabupaten Sukabumi,Kalapanunggal,Kadununggal
32.02.18.2006,Jawa Barat,Kabupaten Sukabumi,Kalapanunggal,Walangsari
32.02.18.2007,Jawa Barat,Kabupaten Sukabumi,Kalapanunggal,Gunungendut
32.02.19.2001,Jawa Barat,Kabupaten Sukabumi,Kabandungan,Kabandungan
32.02.19.2002,Jawa Barat,Kabupaten Sukabumi,Kabandungan,Cipeuteuy
32.02.19.2003,Jawa Barat,Kabupaten Sukabumi,Kabandungan,Cihamerang
32.02.19.2004,Jawa Barat,Kabupaten Sukabumi,Kabandungan,Tugubandung
32.02.19.2005,Jawa Barat,Kabupaten Sukabumi,Kabandungan,Mekarjaya
32.02.19.2006,Jawa Barat,Kabupaten Sukabumi,Kabandungan,Cianaga
32.02.20.2001,Jawa Barat,Kabupaten Sukabumi,Waluran,Waluran
32.02.20.2002,Jawa Barat,Kabupaten Sukabumi,Waluran,Sukamukti
32.02.20.2003,Jawa Barat,Kabupaten Sukabumi,Waluran,Caringinnunggal
32.02.20.2004,Jawa Barat,Kabupaten Sukabumi,Waluran,Mekarmukti
32.02.20.2005,Jawa Barat,Kabupaten Sukabumi,Waluran,Mangunjaya
32.02.20.2006,Jawa Barat,Kabupaten Sukabumi,Waluran,Waluran Mandiri
32.02.21.1001,Jawa Barat,Kabupaten Sukabumi,Jampangkulon,Jampangkulon
32.02.21.2002,Jawa Barat,Kabupaten Sukabumi,Jampangkulon,Bojonggenteng
32.02.21.2003,Jawa Barat,Kabupaten Sukabumi,Jampangkulon,Cikarang
32.02.21.2005,Jawa Barat,Kabupaten Sukabumi,Jampangkulon,Bojongsari
32.02.21.2007,Jawa Barat,Kabupaten Sukabumi,Jampangkulon,Nagraksari
32.02.21.2008,Jawa Barat,Kabupaten Sukabumi,Jampangkulon,Mekarjaya
32.02.21.2009,Jawa Barat,Kabupaten Sukabumi,Jampangkulon,Tanjung
32.02.21.2011,Jawa Barat,Kabupaten Sukabumi,Jampangkulon,Ciparay
32.02.21.2013,Jawa Barat,Kabupaten Sukabumi,Jampangkulon,Padajaya
32.02.21.2014,Jawa Barat,Kabupaten Sukabumi,Jampangkulon,Karanganyar
32.02.21.2016,Jawa Barat,Kabupaten Sukabumi,Jampangkulon,Cikaranggeusan
32.02.22.2001,Jawa Barat,Kabupaten Sukabumi,Ciemas,Ciemas
32.02.22.2002,Jawa Barat,Kabupaten Sukabumi,Ciemas,Cibenda
32.02.22.2003,Jawa Barat,Kabupaten Sukabumi,Ciemas,Ciwaru
32.02.22.2004,Jawa Barat,Kabupaten Sukabumi,Ciemas,Mekarjaya
32.02.22.2005,Jawa Barat,Kabupaten Sukabumi,Ciemas,Girimukti
32.02.22.2006,Jawa Barat,Kabupaten Sukabumi,Ciemas,Tamanjaya
32.02.22.2007,Jawa Barat,Kabupaten Sukabumi,Ciemas,Mandrajaya
32.02.22.2008,Jawa Barat,Kabupaten Sukabumi,Ciemas,Sidamulya
32.02.22.2009,Jawa Barat,Kabupaten Sukabumi,Ciemas,Mekarsakti
32.02.23.2001,Jawa Barat,Kabupaten Sukabumi,Kalibunder,Kalibunder
32.02.23.2002,Jawa Barat,Kabupaten Sukabumi,Kalibunder,Bojong
32.02.23.2003,Jawa Barat,Kabupaten Sukabumi,Kalibunder,Cimahpar
32.02.23.2004,Jawa Barat,Kabupaten Sukabumi,Kalibunder,Sekarsari
32.02.23.2005,Jawa Barat,Kabupaten Sukabumi,Kalibunder,Sukaluyu
32.02.23.2006,Jawa Barat,Kabupaten Sukabumi,Kalibunder,Balekambang
32.02.23.2007,Jawa Barat,Kabupaten Sukabumi,Kalibunder,Mekarwangi
32.02.24.1013,Jawa Barat,Kabupaten Sukabumi,Surade,Surade
32.02.24.2001,Jawa Barat,Kabupaten Sukabumi,Surade,Jagamukti
32.02.24.2002,Jawa Barat,Kabupaten Sukabumi,Surade,Citanglar
32.02.24.2003,Jawa Barat,Kabupaten Sukabumi,Surade,Wanasari
32.02.24.2005,Jawa Barat,Kabupaten Sukabumi,Surade,Sirnasari
32.02.24.2006,Jawa Barat,Kabupaten Sukabumi,Surade,Kadaleman
32.02.24.2007,Jawa Barat,Kabupaten Sukabumi,Surade,Gunungsungging
32.02.24.2008,Jawa Barat,Kabupaten Sukabumi,Surade,Cipeundeuy
32.02.24.2009,Jawa Barat,Kabupaten Sukabumi,Surade,Pasiripis
32.02.24.2010,Jawa Barat,Kabupaten Sukabumi,Surade,Buniwangi
32.02.24.2011,Jawa Barat,Kabupaten Sukabumi,Surade,Sukatani
32.02.24.2012,Jawa Barat,Kabupaten Sukabumi,Surade,Kademangan
32.02.25.2001,Jawa Barat,Kabupaten Sukabumi,Cibitung,Talagamurni
32.02.25.2002,Jawa Barat,Kabupaten Sukabumi,Cibitung,Banyumurni
32.02.25.2003,Jawa Barat,Kabupaten Sukabumi,Cibitung,Cibitung
32.02.25.2004,Jawa Barat,Kabupaten Sukabumi,Cibitung,Cidahu
32.02.25.2005,Jawa Barat,Kabupaten Sukabumi,Cibitung,Cibodas
32.02.25.2006,Jawa Barat,Kabupaten Sukabumi,Cibitung,Banyuwangi
32.02.26.2001,Jawa Barat,Kabupaten Sukabumi,Ciracap,Ciracap
32.02.26.2002,Jawa Barat,Kabupaten Sukabumi,Ciracap,Cikangkung
32.02.26.2003,Jawa Barat,Kabupaten Sukabumi,Ciracap,Gunungbatu
